State,Year,State-Year,Deaths,Years of Potential Life Lost Rate,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low birthweight,% Adult smoking,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,% Uninsured,Primary Care Physicians Rate,Mental Health Provider Rate,% With Annual Mammogram,% Flu Vaccinated,% Unemployed,% Children in Poverty,Average Daily PM2.5,% Severe Housing Problems,Life Expectancy,% Adults with Diabetes,% Limited Access to Healthy Foods,Drug Overdose Mortality Rate,% Insufficient Sleep,Median Household Income,% Less Than 18 Years of Age,% 65 and Over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Female,% Rural
Mississippi,2011,Mississippi2011,"44,208.00","931,480.00",23.81,4.38,4.14,12.14,23.68,36.39,,34.03,,10.34,,21.80,47.30,2.95,55.53,,12.05,36.43,0.73,29.75,,13.40,10.62,,,33533,25.66,13.68,40.83,0.56,0.49,0.01,2.16,55.95,51.37,69.26
Missouri,2011,Missouri2011,"71,204.00","980,548.18",17.90,4.11,3.92,7.60,24.03,31.53,,30.60,,13.97,,17.86,40.76,3.08,60.65,,9.54,25.81,0.22,25.32,,10.36,11.01,,,38718,23.65,16.49,3.56,0.62,0.55,0.04,2.33,92.90,50.52,67.87
Montana,2011,Montana2011,"10,274.00","309,075.00",13.45,3.21,2.96,7.61,18.73,26.08,,27.26,,18.28,,25.33,68.49,3.46,63.91,,6.69,23.39,5.57,23.34,,8.39,20.18,,,38932,22.12,17.92,0.34,7.92,0.44,0.04,2.23,89.04,49.62,75.01
Nebraska,2011,Nebraska2011,"15,291.00","332,877.38",12.35,2.82,2.46,6.69,17.11,30.11,,29.34,,17.76,,16.14,57.41,7.58,64.00,,4.28,19.18,0.40,21.82,,9.29,18.56,,,42767,23.19,19.15,0.66,1.48,0.52,0.03,5.18,92.13,50.22,74.84
Nevada,2011,Nevada2011,"30,355.00","129,896.73",17.07,4.16,3.98,7.37,23.18,27.32,,24.82,,19.70,,24.41,60.01,11.40,54.74,,12.76,17.76,0.12,29.51,,8.82,11.27,,,51488,23.46,16.18,2.60,4.17,1.94,0.22,16.35,74.72,47.70,52.37
New Hampshire,2011,New Hampshire2011,"12,088.00","59,974.79",12.18,3.36,3.41,6.50,19.48,26.92,,22.59,,17.10,,12.93,108.51,51.38,73.80,,6.08,13.34,0.20,37.04,,8.68,2.98,,,54482,20.58,15.40,0.89,0.32,1.40,0.01,1.76,95.62,50.82,55.91
New Jersey,2011,New Jersey2011,"81,735.00","131,413.65",15.40,3.48,3.37,8.05,17.79,25.61,,25.27,,15.87,,13.70,94.27,39.91,62.44,,9.74,14.09,3.76,42.87,,8.89,6.63,,,68020,23.42,13.62,13.00,0.35,6.05,0.09,14.36,66.16,50.86,13.19
New Mexico,2011,New Mexico2011,"22,462.00","273,611.44",18.88,4.17,3.66,8.94,20.92,24.97,,23.08,,13.04,,24.95,64.10,5.92,55.10,,8.46,31.00,0.03,25.74,,7.87,17.17,,,37558,23.96,16.25,1.98,8.02,1.08,0.11,45.31,43.51,50.07,47.79
New York,2011,New York2011,"178,446.00","379,731.31",14.57,3.60,3.47,7.34,21.43,27.53,,25.34,,17.59,,12.10,79.61,149.61,69.26,,8.55,19.81,1.11,33.38,,9.08,6.87,,,50272,21.72,14.71,6.66,0.57,2.40,0.04,6.41,83.93,50.30,44.74
North Carolina,2011,North Carolina2011,"108,344.00","888,558.52",20.08,4.03,3.56,9.41,23.11,30.74,,27.49,,10.87,,19.44,64.83,18.93,69.42,,11.10,28.30,0.38,30.88,,11.36,8.93,,,40069,22.91,15.37,21.16,1.59,0.99,0.04,5.92,70.31,50.89,65.12
North Dakota,2011,North Dakota2011,"5,069.00","185,371.03",11.69,2.54,2.44,6.60,18.02,30.87,,30.21,,20.91,,13.61,74.01,9.78,69.27,,4.14,17.63,0.08,18.46,,9.58,20.70,,,45610,21.60,20.32,0.39,6.67,0.37,0.02,1.58,90.96,49.57,82.98
Ohio,2011,Ohio2011,"136,051.00","664,421.01",15.51,4.03,3.90,7.89,22.01,31.52,,28.86,,15.16,,14.20,55.49,19.54,65.02,,11.08,22.68,1.24,28.75,,10.99,6.30,,,44534,23.64,14.55,4.35,0.27,0.81,0.01,2.10,92.46,50.56,48.87
Oklahoma,2011,Oklahoma2011,"50,964.00","767,035.08",20.52,4.32,4.08,7.90,26.00,32.67,,33.64,,11.22,,23.17,40.12,2.39,57.34,,6.93,25.82,0.05,22.24,,11.48,13.31,,,39025,24.42,15.80,4.22,10.12,0.64,0.07,7.21,77.74,50.03,63.58
Oregon,2011,Oregon2011,"38,106.00","228,623.54",14.85,3.77,3.18,6.11,18.85,26.83,,19.76,,15.92,,21.50,79.66,21.33,65.65,,11.39,24.98,8.53,33.54,,8.93,9.44,,,42681,22.02,17.30,0.81,2.36,1.56,0.21,10.21,84.86,50.26,45.90
Pennsylvania,2011,Pennsylvania2011,"142,846.00","479,502.85",14.96,3.58,3.67,7.58,21.98,30.13,,27.25,,17.15,,12.35,71.48,33.43,68.09,,9.00,20.16,3.16,28.73,,10.45,6.80,,,45501,21.23,16.74,4.41,0.20,1.14,0.02,3.06,91.18,50.39,49.07
Rhode Island,2011,Rhode Island2011,"10,111.00","26,914.53",11.42,3.26,3.34,7.10,16.74,23.54,,22.36,,19.76,,11.00,117.24,58.96,73.48,,10.86,13.68,0.60,38.90,,7.58,8.68,,,59099,20.58,15.48,3.40,0.52,2.06,0.06,5.80,88.16,51.44,10.82
South Carolina,2011,South Carolina2011,"60,147.00","471,010.24",18.88,3.89,3.82,11.00,22.34,34.37,,30.35,,13.14,,20.47,60.18,5.23,68.08,,13.03,30.98,0.15,29.23,,12.59,11.19,,,37668,23.48,14.40,36.37,0.45,0.78,0.04,3.97,58.39,50.95,56.94
South Dakota,2011,South Dakota2011,"6,905.00","334,168.03",12.77,2.79,2.48,6.93,19.13,32.30,,30.09,,19.03,,17.61,72.58,12.00,70.00,,5.00,23.52,0.15,20.98,,9.55,25.66,,,41708,24.90,17.59,0.40,13.79,0.49,0.02,1.90,83.40,49.88,79.48
Tennessee,2011,Tennessee2011,"84,959.00","939,781.49",21.77,4.74,3.72,8.99,24.93,32.72,,32.35,,7.56,,17.66,53.12,3.37,60.71,,11.30,29.51,0.28,27.00,,11.68,10.21,,,37784,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81
Texas,2011,Texas2011,"233,893.00","1,793,797.75",17.93,3.99,3.54,8.30,17.85,29.55,,28.49,,13.11,,28.27,45.99,10.19,57.44,,7.70,27.36,0.19,23.74,,10.30,13.05,,,41449,25.53,15.40,7.13,0.79,0.84,0.06,31.64,59.54,49.69,55.90
Utah,2011,Utah2011,"18,613.00","173,553.19",13.30,3.39,3.30,7.00,12.39,25.70,,21.11,,9.36,,17.66,53.86,25.38,59.57,,8.45,17.81,1.10,25.69,,7.68,14.80,,,50123,30.62,12.07,0.64,3.53,0.81,0.24,7.72,87.07,49.13,54.97
Vermont,2011,Vermont2011,"6,037.00","83,736.19",11.75,3.29,3.36,6.74,19.25,25.24,,20.57,,19.04,,11.09,103.90,79.64,73.49,,6.79,17.67,0.79,36.15,,7.38,5.61,,,46844,20.27,15.49,0.69,0.44,0.79,0.01,1.27,96.81,50.61,75.32
Virginia,2011,Virginia2011,"79,112.00","1,079,236.00",15.75,3.60,3.52,8.65,21.25,29.81,,26.53,,13.11,,15.84,78.37,39.39,66.84,,8.26,20.08,0.61,30.23,,10.86,9.58,,,49722,21.37,15.75,19.34,0.34,1.68,0.04,4.04,74.57,50.73,54.03
Washington,2011,Washington2011,"59,184.00","250,385.97",15.19,3.83,3.36,6.01,18.01,29.22,,20.64,,15.71,,17.26,71.87,22.03,67.46,,10.19,22.27,8.26,33.73,,9.29,9.97,,,46621,23.09,15.80,1.44,2.84,2.44,0.26,12.08,80.94,50.01,47.49
West Virginia,2011,West Virginia2011,"28,833.00","528,433.95",22.13,4.95,4.38,9.04,27.15,33.51,,33.43,,9.73,,17.59,54.60,22.58,60.94,,10.21,27.75,0.76,21.38,,13.10,12.62,,,36624,21.03,16.42,2.22,0.24,0.41,0.01,0.93,96.20,50.68,71.36
Wisconsin,2011,Wisconsin2011,"52,751.00","456,787.73",12.07,3.27,2.91,6.24,19.79,29.71,,23.40,,24.02,,11.23,71.79,5.47,72.69,,8.91,19.77,3.64,30.93,,8.83,6.04,,,46415,22.33,16.07,1.51,2.76,1.02,0.01,2.73,91.97,49.80,61.90
Wyoming,2011,Wyoming2011,"5,945.00","174,294.16",12.17,3.15,3.04,8.41,19.57,25.57,,24.38,,16.56,,18.43,73.13,31.71,58.43,,6.80,15.17,1.78,21.68,,7.73,6.30,,,53242,23.67,14.17,0.73,1.96,0.61,0.05,7.19,89.47,49.19,50.45
Alabama,2010,Alabama2010,"68,872.00","728,320.00",22.66,4.63,4.26,10.23,23.37,33.62,,32.80,,10.45,,17.64,49.16,19.80,60.94,,12.07,26.43,3.27,28.40,,13.06,,,,37179,23.70,15.01,28.46,0.63,0.51,0.02,2.91,67.47,51.42,69.98
Alaska,2010,Alaska2010,"6,260.00","234,294.90",15.59,3.26,2.69,5.58,28.75,30.84,,24.82,,19.49,,24.90,71.97,30.81,61.75,,10.07,16.59,,25.37,,6.47,,,,56341,25.81,8.04,1.34,35.73,5.10,0.37,5.03,52.43,46.21,70.56
Arizona,2010,Arizona2010,"63,377.00","138,265.00",17.75,3.85,3.61,7.15,19.09,26.07,,24.19,,16.49,,21.43,54.12,28.73,53.88,,11.90,25.59,0.40,30.94,,9.41,,,,42726,26.11,16.37,2.43,14.39,1.21,0.14,29.13,52.70,50.09,37.63
Arkansas,2010,Arkansas2010,"39,657.00","764,486.50",20.98,4.41,4.02,9.22,24.66,31.32,,32.06,,11.26,,23.61,52.08,8.02,56.57,,8.06,28.87,0.15,27.66,,11.31,,,,34994,23.59,16.41,16.27,0.70,0.58,0.03,4.62,77.79,50.83,65.89
California,2010,California2010,"308,204.00","404,928.40",17.04,3.87,3.87,6.19,14.83,24.26,,18.55,,17.98,,21.81,78.32,53.95,62.61,,12.79,19.45,8.52,44.13,,7.61,,,,54453,23.92,13.54,3.69,2.71,6.56,0.32,27.56,59.16,49.15,30.16
Colorado,2010,Colorado2010,"39,816.00","380,286.70",12.55,3.31,3.20,9.38,18.22,18.98,,17.42,,17.26,,23.76,69.72,56.43,64.20,,6.91,17.62,0.09,32.73,,5.62,,,,49949,22.18,13.58,1.83,1.68,1.03,0.10,18.83,76.54,48.39,61.17
Connecticut,2010,Connecticut2010,"30,976.00","44,510.70",10.85,3.06,3.11,7.43,17.51,22.98,,21.41,,18.19,,12.11,97.16,67.00,70.25,,8.03,10.21,2.13,37.34,,7.68,,,,68585,22.14,13.79,7.14,0.40,2.96,0.06,8.98,80.46,50.85,25.00
Delaware,2010,Delaware2010,"9,887.00","23,857.50",13.67,3.43,3.43,9.02,21.43,29.50,,24.83,,18.13,,15.63,69.31,39.94,69.07,,8.03,16.10,4.00,33.37,,10.17,,,,55402,23.27,15.60,20.00,0.47,2.30,0.10,6.60,70.53,51.53,31.37
District of Columbia,2010,District of Columbia2010,"8,609.00","11,357.80",12.80,3.00,2.90,11.35,18.50,21.20,,19.90,,19.50,,13.40,208.45,161.34,60.19,,10.20,25.80,7.00,40.60,,8.30,,,,58553,19.00,11.70,54.00,0.40,3.20,0.10,8.80,33.50,52.80,0.00
Florida,2010,Florida2010,"212,308.00","609,217.50",17.93,4.01,3.69,8.47,22.74,27.23,,26.74,,15.37,,26.65,54.42,29.06,65.57,,10.17,22.14,0.82,35.49,,10.36,,,,43843,21.14,17.67,14.91,0.72,1.44,0.06,12.04,70.83,48.33,41.20
Georgia,2010,Georgia2010,"105,026.00","1,589,904.40",18.98,4.08,3.74,9.82,21.32,29.93,,27.16,,10.80,,22.55,50.24,28.50,61.14,,10.45,26.68,2.49,31.54,,11.71,,,,41186,25.14,13.03,28.10,0.34,0.95,0.05,5.29,65.28,50.51,63.56
Hawaii,2010,Hawaii2010,"11,780.00","26,434.30",14.05,2.95,2.83,7.80,17.38,22.00,,17.78,,19.43,,11.88,79.57,20.82,58.23,,8.33,12.30,,40.70,,8.60,,,,62016,18.18,11.26,1.36,0.48,29.24,16.90,9.32,42.70,48.58,34.96
Idaho,2010,Idaho2010,"13,236.00","297,142.60",15.79,3.61,3.36,6.59,18.21,26.51,,22.94,,14.30,,22.59,46.28,5.11,57.53,,8.05,18.81,9.82,28.29,,8.57,,,,44286,26.41,14.28,0.54,1.83,0.63,0.10,11.64,85.26,49.39,62.58
Illinois,2010,Illinois2010,"128,198.00","765,508.00",14.39,3.58,3.15,7.63,21.25,27.30,,26.58,,16.56,,16.07,50.43,42.16,64.15,,9.89,17.88,0.81,26.21,,8.80,,,,47513,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.50,50.10,50.97
Indiana,2010,Indiana2010,"72,770.00","720,711.60",17.37,3.81,3.63,7.62,25.39,29.65,,28.19,,14.80,,14.93,54.33,26.20,60.65,,10.60,17.16,1.52,26.87,,10.10,,,,47916,24.16,14.30,2.77,0.28,0.78,0.02,3.22,92.93,50.26,54.82
Iowa,2010,Iowa2010,"28,591.00","609,872.90",11.84,2.84,2.53,6.62,19.81,28.51,,25.49,,19.13,,13.70,43.92,7.05,66.54,,6.33,15.04,0.51,23.43,,8.40,,,,46541,23.40,17.78,1.01,0.36,0.80,0.02,3.59,94.21,50.38,62.44
Kansas,2010,Kansas2010,"28,303.00","767,817.20",13.62,3.00,2.68,7.18,18.04,30.11,,26.77,,13.08,,18.81,53.46,10.94,66.79,,5.61,16.67,0.22,22.90,,9.72,,,,44032,23.84,17.88,2.03,1.02,0.68,0.05,7.82,88.40,50.20,67.75
Kentucky,2010,Kentucky2010,"57,736.00","1,176,278.70",25.06,5.35,4.69,8.89,29.62,31.79,,34.26,,8.94,,19.57,49.81,25.58,58.62,,11.55,27.85,0.35,26.95,,11.88,,,,37311,23.19,14.34,3.98,0.22,0.45,0.02,1.88,93.45,50.56,72.40
Louisiana,2010,Louisiana2010,"63,422.00","699,409.70",20.69,3.87,3.03,10.97,23.70,32.91,,31.99,,13.66,,27.43,52.99,22.82,58.12,,8.08,27.95,3.38,26.35,,11.99,,,,39250,25.10,13.10,31.58,0.71,0.76,0.03,2.64,64.29,50.45,51.96
Maine,2010,Maine2010,"14,870.00","107,761.70",13.88,3.68,3.64,6.34,20.93,27.02,,23.06,,16.71,,13.32,92.28,61.61,71.82,,8.91,19.13,0.44,32.11,,9.08,,,,43519,20.29,16.47,0.78,0.76,0.69,0.01,1.21,96.54,51.12,72.73
Maryland,2010,Maryland2010,"60,260.00","179,808.30",13.53,3.33,3.40,8.49,19.79,28.52,,24.94,,15.48,,16.66,84.94,61.85,66.27,,7.62,12.79,1.75,34.93,,9.97,,,,65052,22.90,14.06,20.20,0.31,2.73,0.06,4.22,72.50,50.96,38.03
Massachusetts,2010,Massachusetts2010,"57,943.00","77,926.40",11.54,3.31,3.25,7.31,17.71,22.42,,21.55,,19.75,,10.13,118.90,99.55,74.45,,8.24,12.59,0.79,41.12,,8.31,,,,61660,20.89,14.54,6.09,0.42,3.29,0.08,7.07,83.06,51.35,18.91
Michigan,2010,Michigan2010,"111,792.00","611,245.60",14.82,3.82,3.74,7.09,23.34,30.49,,24.73,,19.12,,15.02,56.66,35.05,70.77,,14.11,21.15,2.93,32.36,,9.94,,,,43703,21.58,17.11,3.92,1.52,0.88,0.03,2.94,90.71,49.90,62.27
Minnesota,2010,Minnesota2010,"40,820.00","492,422.00",11.46,3.12,2.84,6.05,18.68,27.64,,18.89,,18.53,,12.99,68.99,76.59,74.08,,8.28,13.35,0.28,28.24,,7.56,,,,49512,23.45,16.97,1.20,2.04,1.23,0.05,3.41,92.07,49.98,63.45
Mississippi,2010,Mississippi2010,"44,021.00","956,611.90",23.87,4.33,4.17,11.86,24.19,35.39,,34.10,,10.64,,24.23,45.57,7.01,54.38,,11.30,33.14,0.73,31.89,,13.05,,,,34147,25.66,13.68,40.83,0.56,0.49,0.01,2.16,55.95,51.37,69.26
Missouri,2010,Missouri2010,"70,376.00","1,004,806.60",18.35,4.19,3.91,7.53,25.00,29.98,,29.50,,14.01,,19.33,35.45,10.46,57.91,,9.33,24.15,0.22,26.28,,9.55,,,,39370,23.65,16.49,3.56,0.62,0.55,0.04,2.33,92.90,50.52,67.87
Montana,2010,Montana2010,"10,477.00","390,831.70",13.38,3.25,2.98,7.48,19.02,24.88,,24.97,,18.50,,24.56,58.71,8.99,65.80,,5.80,22.23,5.57,25.61,,8.06,,,,39545,22.12,17.92,0.34,7.92,0.44,0.04,2.23,89.04,49.62,75.01
Nebraska,2010,Nebraska2010,"16,228.00","495,306.30",12.34,2.81,2.42,6.49,17.45,29.40,,28.16,,17.54,,18.41,51.24,32.21,65.26,,4.30,17.55,0.40,23.19,,9.00,,,,42167,23.19,19.15,0.66,1.48,0.52,0.03,5.18,92.13,50.22,74.84
Nevada,2010,Nevada2010,"30,420.00","139,004.70",17.13,4.09,3.92,7.33,22.91,27.44,,23.78,,20.09,,23.14,56.48,19.69,56.97,,10.04,15.84,0.12,30.22,,8.41,,,,53301,23.46,16.18,2.60,4.17,1.94,0.22,16.35,74.72,47.70,52.37
New Hampshire,2010,New Hampshire2010,"12,084.00","61,439.70",11.86,3.36,3.38,6.51,20.03,25.79,,21.84,,17.17,,14.33,108.51,48.64,70.05,,6.25,11.81,0.20,36.59,,8.14,,,,57289,20.58,15.40,0.89,0.32,1.40,0.01,1.76,95.62,50.82,55.91
New Jersey,2010,New Jersey2010,"82,718.00","135,668.80",15.52,3.48,3.39,7.99,18.43,24.70,,24.91,,16.08,,17.68,94.27,46.55,59.44,,9.44,11.91,3.76,42.76,,8.69,,,,70702,23.42,13.62,13.00,0.35,6.05,0.09,14.36,66.16,50.86,13.19
New Mexico,2010,New Mexico2010,"22,023.00","303,947.40",19.07,4.20,3.70,8.67,21.51,23.50,,22.36,,13.64,,29.71,62.16,13.74,54.67,,7.19,28.25,0.03,27.75,,7.24,,,,38731,23.96,16.25,1.98,8.02,1.08,0.11,45.31,43.51,50.07,47.79
New York,2010,New York2010,"180,130.00","386,188.60",14.57,3.54,3.37,7.27,22.09,26.61,,24.86,,17.72,,18.13,79.61,78.44,67.48,,8.22,17.93,1.11,34.16,,8.51,,,,51407,21.72,14.71,6.66,0.57,2.40,0.04,6.41,83.93,50.30,44.74
North Carolina,2010,North Carolina2010,"106,871.00","909,858.40",20.27,4.05,3.55,9.37,24.09,29.87,,26.81,,10.78,,21.23,63.53,32.05,66.38,,11.06,23.84,0.38,32.10,,10.80,,,,41808,22.91,15.37,21.16,1.59,0.99,0.04,5.92,70.31,50.89,65.12
North Dakota,2010,North Dakota2010,"5,758.00","330,529.90",11.76,2.58,2.48,6.53,18.32,28.63,,28.28,,20.98,,17.72,55.85,39.13,72.68,,4.81,16.95,0.08,19.48,,9.33,,,,43225,21.60,20.32,0.39,6.67,0.37,0.02,1.58,90.96,49.57,82.98
Ohio,2010,Ohio2010,"135,253.00","673,159.30",14.74,3.89,3.76,7.80,22.27,29.96,,27.48,,14.97,,14.19,55.49,39.99,63.90,,11.48,18.60,1.24,29.15,,10.69,,,,46833,23.64,14.55,4.35,0.27,0.81,0.01,2.10,92.46,50.56,48.87
Oklahoma,2010,Oklahoma2010,"50,161.00","786,935.30",20.10,4.27,4.01,7.89,26.41,31.19,,33.18,,11.32,,24.78,38.03,8.26,53.74,,6.55,24.44,0.05,23.80,,11.35,,,,39341,24.42,15.80,4.22,10.12,0.64,0.07,7.21,77.74,50.03,63.58
Oregon,2010,Oregon2010,"37,751.00","247,624.60",15.00,3.73,3.23,5.97,19.66,26.39,,18.99,,16.01,,22.08,75.23,45.23,64.43,,11.43,21.25,8.53,33.81,,8.59,,,,44625,22.02,17.30,0.81,2.36,1.56,0.21,10.21,84.86,50.26,45.90
Pennsylvania,2010,Pennsylvania2010,"143,605.00","484,794.10",14.82,3.55,3.61,7.55,22.70,28.98,,26.58,,17.43,,14.02,70.41,56.21,66.31,,8.87,17.69,3.16,29.32,,9.48,,,,46618,21.23,16.74,4.41,0.20,1.14,0.02,3.06,91.18,50.39,49.07
Rhode Island,2010,Rhode Island2010,"10,118.00","27,837.00",11.68,3.30,3.32,7.07,17.72,22.32,,22.10,,20.16,,12.66,117.24,69.29,67.12,,10.40,11.58,0.60,38.88,,7.60,,,,62972,20.58,15.48,3.40,0.52,2.06,0.06,5.80,88.16,51.44,10.82
South Carolina,2010,South Carolina2010,"59,490.00","479,325.20",19.11,3.95,3.82,10.94,23.19,32.45,,29.29,,13.34,,20.38,60.18,11.61,63.16,,13.77,26.38,0.15,30.47,,12.24,,,,40057,23.48,14.40,36.37,0.45,0.78,0.04,3.97,58.39,50.95,56.94
South Dakota,2010,South Dakota2010,"7,527.00","456,820.70",12.91,2.83,2.49,6.88,19.86,29.92,,28.69,,19.01,,19.04,52.79,28.22,71.85,,5.06,22.11,0.15,22.39,,8.96,,,,40782,24.90,17.59,0.40,13.79,0.49,0.02,1.90,83.40,49.88,79.48
Tennessee,2010,Tennessee2010,"84,194.00","967,729.40",21.58,4.68,3.69,9.02,25.87,31.60,,33.33,,7.43,,18.55,52.56,9.68,59.56,,12.52,24.62,0.28,27.94,,11.79,,,,38997,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81
Texas,2010,Texas2010,"230,332.00","2,036,179.00",18.39,3.92,3.54,8.19,19.69,27.70,,28.01,,13.67,,31.04,40.92,27.71,56.63,,7.41,24.79,0.19,25.65,,9.89,,,,42171,25.53,15.40,7.13,0.79,0.84,0.06,31.64,59.54,49.69,55.90
Utah,2010,Utah2010,"18,290.00","186,377.00",13.20,3.40,3.25,6.88,12.82,24.66,,21.73,,9.68,,20.96,46.43,47.70,57.70,,7.04,14.19,1.10,26.74,,7.55,,,,51214,30.62,12.07,0.64,3.53,0.81,0.24,7.72,87.07,49.13,54.97
Vermont,2010,Vermont2010,"5,901.00","82,835.60",11.77,3.29,3.31,6.59,19.69,23.81,,20.29,,19.11,,13.54,103.90,105.79,68.09,,7.42,14.51,0.79,36.44,,7.07,,,,49454,20.27,15.49,0.69,0.44,0.79,0.01,1.27,96.81,50.61,75.32
Virginia,2010,Virginia2010,"79,115.00","1,127,501.20",15.32,3.67,3.48,8.64,21.94,28.09,,25.51,,12.90,,18.19,75.45,48.59,63.84,,8.05,18.08,0.61,30.67,,10.70,,,,50569,21.37,15.75,19.34,0.34,1.68,0.04,4.04,74.57,50.73,54.03
Washington,2010,Washington2010,"58,048.00","274,277.90",15.23,3.87,3.33,5.95,18.54,28.29,,20.25,,15.77,,17.43,68.18,39.80,65.80,,9.50,19.32,8.26,34.07,,8.73,,,,48219,23.09,15.80,1.44,2.84,2.44,0.26,12.08,80.94,50.01,47.49
West Virginia,2010,West Virginia2010,"28,378.00","530,260.90",22.52,5.07,4.41,8.92,26.82,32.00,,32.09,,9.97,,20.41,53.60,35.43,63.00,,9.04,25.90,0.76,23.06,,12.66,,,,35928,21.03,16.42,2.22,0.24,0.41,0.01,0.93,96.20,50.68,71.36
Wisconsin,2010,Wisconsin2010,"52,517.00","467,293.70",12.32,3.24,2.92,6.17,20.35,28.40,,22.68,,24.03,,11.93,71.79,11.85,70.10,,9.05,14.87,3.64,31.31,,8.45,,,,49032,22.33,16.07,1.51,2.76,1.02,0.01,2.73,91.97,49.80,61.90
Wyoming,2010,Wyoming2010,"5,883.00","186,484.90",12.44,3.16,3.06,8.54,20.21,24.99,,23.11,,17.00,,19.07,69.95,37.90,59.62,,6.37,12.25,1.78,21.88,,7.50,,,,53695,23.67,14.17,0.73,1.96,0.61,0.05,7.19,89.47,49.19,50.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
